,1.00,1.45,1.9,2.1,1.75,1.5,1.4,1.00,13.00,12.7,12.00,11.8,11.4,12.8,13.00,13.3,5.00,5.75,6.4,6.61,6.6,5.8,5.4,4.8,9.00,9.1,9.1,9.3,9.1,9.00,8.8,8.6,17.00,16.00,15.6,15.4,15.8,16.3,16.6,17.3
0.00,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,,,,,,,
4.00,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,,,,,,
8.00,,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,,,,,
12.00,,,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,,,,
16.00,,,,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,,,
20.00,,,,,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,,
24.00,,,,,,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22,
28.00,,,,,,,,246.00,,,,,,,,"1,765.00",,,,,,,,792.00,,,,,,,,"1,222.00",,,,,,,,2.22
